clean_price_id,crop_id,crop_name,state,year_month,avg_modal_price_inr,min_price_inr,max_price_inr,total_arrivals_tonnes,n_source_records,data_origin
MPC000563,CROP005,Pearl Millet (Bajra),Bihar,2025-07,5843.0,5376.0,6310.0,73.6,1,DEMO
MPC000564,CROP005,Pearl Millet (Bajra),Bihar,2025-08,5404.0,4972.0,5836.0,190.7,1,DEMO
MPC000565,CROP005,Pearl Millet (Bajra),Bihar,2025-09,5165.0,4752.0,5578.0,97.9,1,DEMO
MPC000566,CROP005,Pearl Millet (Bajra),Bihar,2025-10,5870.0,5400.0,6340.0,98.5,1,DEMO
MPC000567,CROP005,Pearl Millet (Bajra),Bihar,2025-11,5996.0,5516.0,6476.0,81.9,1,DEMO
MPC000568,CROP005,Pearl Millet (Bajra),Bihar,2025-12,5905.0,5433.0,6377.0,198.4,1,DEMO
MPC000569,CROP005,Pearl Millet (Bajra),Bihar,2026-01,6880.0,6330.0,7430.0,58.9,1,DEMO
MPC000570,CROP005,Pearl Millet (Bajra),Bihar,2026-02,6886.0,6335.0,7437.0,120.6,1,DEMO
MPC000571,CROP005,Pearl Millet (Bajra),Bihar,2026-03,7708.0,7091.0,8325.0,147.6,1,DEMO
MPC000572,CROP005,Pearl Millet (Bajra),Bihar,2026-04,6531.0,6009.0,7053.0,190.2,1,DEMO
MPC000573,CROP005,Pearl Millet (Bajra),Bihar,2026-05,6568.0,6043.0,7093.0,100.3,1,DEMO
MPC000574,CROP005,Pearl Millet (Bajra),Bihar,2026-06,6794.0,6250.0,7338.0,293.9,1,DEMO
MPC000575,CROP005,Pearl Millet (Bajra),Bihar,2026-07,6057.0,5572.0,6542.0,79.9,1,DEMO
MPC000576,CROP005,Pearl Millet (Bajra),Bihar,2026-08,5939.0,5464.0,6414.0,322.5,1,DEMO
MPC000577,CROP005,Pearl Millet (Bajra),Haryana,2024-01,6860.0,6311.0,7409.0,139.1,1,DEMO
MPC000578,CROP005,Pearl Millet (Bajra),Haryana,2024-02,6595.0,6067.0,7123.0,167.2,1,DEMO
MPC000579,CROP005,Pearl Millet (Bajra),Haryana,2024-03,6693.0,6158.0,7228.0,127.1,1,DEMO
MPC000580,CROP005,Pearl Millet (Bajra),Haryana,2024-04,5874.0,5404.0,6344.0,117.9,1,DEMO
MPC000581,CROP005,Pearl Millet (Bajra),Haryana,2024-05,5842.0,5375.0,6309.0,65.0,1,DEMO
MPC000582,CROP005,Pearl Millet (Bajra),Haryana,2024-06,5551.0,5107.0,5995.0,100.1,1,DEMO
MPC000583,CROP005,Pearl Millet (Bajra),Haryana,2024-07,5493.0,5054.0,5932.0,133.1,1,DEMO
MPC000584,CROP005,Pearl Millet (Bajra),Haryana,2024-08,5388.0,4957.0,5819.0,31.3,1,DEMO
MPC000585,CROP005,Pearl Millet (Bajra),Haryana,2024-09,4796.0,4412.0,5180.0,186.7,1,DEMO
MPC000586,CROP005,Pearl Millet (Bajra),Haryana,2024-10,5615.0,5166.0,6064.0,130.0,1,DEMO
MPC000587,CROP005,Pearl Millet (Bajra),Haryana,2024-11,5416.0,4983.0,5849.0,78.3,1,DEMO
MPC000588,CROP005,Pearl Millet (Bajra),Haryana,2024-12,5411.0,4978.0,5844.0,98.2,1,DEMO
MPC000589,CROP005,Pearl Millet (Bajra),Haryana,2025-01,6870.0,6320.0,7420.0,115.3,1,DEMO
MPC000590,CROP005,Pearl Millet (Bajra),Haryana,2025-02,6979.0,6421.0,7537.0,82.5,1,DEMO
MPC000591,CROP005,Pearl Millet (Bajra),Haryana,2025-03,6994.0,6434.0,7554.0,153.3,1,DEMO
MPC000592,CROP005,Pearl Millet (Bajra),Haryana,2025-04,7123.0,6553.0,7693.0,72.6,1,DEMO
MPC000593,CROP005,Pearl Millet (Bajra),Haryana,2025-05,5547.0,5103.0,5991.0,75.6,1,DEMO
MPC000594,CROP005,Pearl Millet (Bajra),Haryana,2025-06,6807.0,6262.0,7352.0,120.4,1,DEMO
MPC000595,CROP005,Pearl Millet (Bajra),Haryana,2025-07,5252.0,4832.0,5672.0,90.9,1,DEMO
MPC000596,CROP005,Pearl Millet (Bajra),Haryana,2025-08,5744.0,5284.0,6204.0,107.4,1,DEMO
MPC000597,CROP005,Pearl Millet (Bajra),Haryana,2025-09,5834.0,5367.0,6301.0,140.1,1,DEMO
MPC000598,CROP005,Pearl Millet (Bajra),Haryana,2025-10,5836.0,5369.0,6303.0,25.4,1,DEMO
MPC000599,CROP005,Pearl Millet (Bajra),Haryana,2025-11,5945.0,5469.0,6421.0,141.7,1,DEMO
MPC000600,CROP005,Pearl Millet (Bajra),Haryana,2025-12,6766.0,6225.0,7307.0,199.6,1,DEMO
MPC000601,CROP005,Pearl Millet (Bajra),Haryana,2026-01,6635.0,6104.0,7166.0,25.7,1,DEMO
MPC000602,CROP005,Pearl Millet (Bajra),Haryana,2026-02,6653.0,6121.0,7185.0,87.9,1,DEMO
MPC000603,CROP005,Pearl Millet (Bajra),Haryana,2026-03,7758.0,7137.0,8379.0,81.5,1,DEMO
MPC000604,CROP005,Pearl Millet (Bajra),Haryana,2026-04,7043.0,6480.0,7606.0,119.2,1,DEMO
MPC000605,CROP005,Pearl Millet (Bajra),Haryana,2026-05,6623.0,6093.0,7153.0,94.4,1,DEMO
MPC000606,CROP005,Pearl Millet (Bajra),Haryana,2026-06,6141.0,5650.0,6632.0,232.8,1,DEMO
MPC000607,CROP005,Pearl Millet (Bajra),Haryana,2026-07,6202.0,5706.0,6698.0,99.1,1,DEMO
MPC000608,CROP005,Pearl Millet (Bajra),Haryana,2026-08,5921.0,5447.0,6395.0,379.0,1,DEMO
MPC000609,CROP005,Pearl Millet (Bajra),Maharashtra,2024-01,6420.0,5906.0,6934.0,72.9,1,DEMO
MPC000610,CROP005,Pearl Millet (Bajra),Maharashtra,2024-02,6604.0,6076.0,7132.0,51.8,1,DEMO
MPC000611,CROP005,Pearl Millet (Bajra),Maharashtra,2024-03,6613.0,6084.0,7142.0,101.4,1,DEMO
MPC000612,CROP005,Pearl Millet (Bajra),Maharashtra,2024-04,6968.0,6411.0,7525.0,34.5,1,DEMO
MPC000613,CROP005,Pearl Millet (Bajra),Maharashtra,2024-05,6091.0,5604.0,6578.0,46.4,1,DEMO
MPC000614,CROP005,Pearl Millet (Bajra),Maharashtra,2024-06,6252.0,5752.0,6752.0,200.6,1,DEMO
MPC000615,CROP005,Pearl Millet (Bajra),Maharashtra,2024-07,5033.0,4630.0,5436.0,62.0,1,DEMO
MPC000616,CROP005,Pearl Millet (Bajra),Maharashtra,2024-08,5393.0,4962.0,5824.0,164.5,1,DEMO
MPC000617,CROP005,Pearl Millet (Bajra),Maharashtra,2024-09,5524.0,5082.0,5966.0,56.1,1,DEMO
MPC000618,CROP005,Pearl Millet (Bajra),Maharashtra,2024-10,5144.0,4732.0,5556.0,61.3,1,DEMO
MPC000619,CROP005,Pearl Millet (Bajra),Maharashtra,2024-11,5622.0,5172.0,6072.0,148.0,1,DEMO
MPC000620,CROP005,Pearl Millet (Bajra),Maharashtra,2024-12,5563.0,5118.0,6008.0,42.1,1,DEMO
MPC000621,CROP005,Pearl Millet (Bajra),Maharashtra,2025-01,6937.0,6382.0,7492.0,81.3,1,DEMO
MPC000622,CROP005,Pearl Millet (Bajra),Maharashtra,2025-02,7043.0,6480.0,7606.0,111.6,1,DEMO
MPC000623,CROP005,Pearl Millet (Bajra),Maharashtra,2025-03,6639.0,6108.0,7170.0,243.6,1,DEMO
MPC000624,CROP005,Pearl Millet (Bajra),Maharashtra,2025-04,6715.0,6178.0,7252.0,88.3,1,DEMO
MPC000625,CROP005,Pearl Millet (Bajra),Maharashtra,2025-05,6543.0,6020.0,7066.0,137.2,1,DEMO
MPC000626,CROP005,Pearl Millet (Bajra),Maharashtra,2025-06,6346.0,5838.0,6854.0,32.7,1,DEMO
MPC000627,CROP005,Pearl Millet (Bajra),Maharashtra,2025-07,5937.0,5462.0,6412.0,101.6,1,DEMO
MPC000628,CROP005,Pearl Millet (Bajra),Maharashtra,2025-08,6105.0,5617.0,6593.0,93.1,1,DEMO
MPC000629,CROP005,Pearl Millet (Bajra),Maharashtra,2025-09,5261.0,4840.0,5682.0,68.3,1,DEMO
MPC000630,CROP005,Pearl Millet (Bajra),Maharashtra,2025-10,6176.0,5682.0,6670.0,120.7,1,DEMO
MPC000631,CROP005,Pearl Millet (Bajra),Maharashtra,2025-11,5258.0,4837.0,5679.0,167.0,1,DEMO
MPC000632,CROP005,Pearl Millet (Bajra),Maharashtra,2025-12,6318.0,5813.0,6823.0,172.4,1,DEMO
MPC000633,CROP005,Pearl Millet (Bajra),Maharashtra,2026-01,6337.0,5830.0,6844.0,236.1,1,DEMO
MPC000634,CROP005,Pearl Millet (Bajra),Maharashtra,2026-02,7566.0,6961.0,8171.0,124.9,1,DEMO
MPC000635,CROP005,Pearl Millet (Bajra),Maharashtra,2026-03,7526.0,6924.0,8128.0,120.8,1,DEMO
MPC000636,CROP005,Pearl Millet (Bajra),Maharashtra,2026-04,7110.0,6541.0,7679.0,99.0,1,DEMO
MPC000637,CROP005,Pearl Millet (Bajra),Maharashtra,2026-05,7421.0,6827.0,8015.0,128.5,1,DEMO
MPC000638,CROP005,Pearl Millet (Bajra),Maharashtra,2026-06,6807.0,6262.0,7352.0,139.8,1,DEMO
MPC000639,CROP005,Pearl Millet (Bajra),Maharashtra,2026-07,5948.0,5472.0,6424.0,168.3,1,DEMO
MPC000640,CROP005,Pearl Millet (Bajra),Maharashtra,2026-08,4854.0,4466.0,5242.0,100.3,1,DEMO
MPC000641,CROP006,Barley,Andhra Pradesh,2024-01,1925.0,1771.0,2079.0,199.1,1,DEMO
MPC000642,CROP006,Barley,Andhra Pradesh,2024-02,2013.0,1852.0,2174.0,103.1,1,DEMO
MPC000643,CROP006,Barley,Andhra Pradesh,2024-03,1918.0,1765.0,2071.0,85.8,1,DEMO
MPC000644,CROP006,Barley,Andhra Pradesh,2024-04,2171.0,1997.0,2345.0,133.7,1,DEMO
MPC000645,CROP006,Barley,Andhra Pradesh,2024-05,1987.0,1828.0,2146.0,152.7,1,DEMO
MPC000646,CROP006,Barley,Andhra Pradesh,2024-06,1799.0,1655.0,1943.0,44.6,1,DEMO
MPC000647,CROP006,Barley,Andhra Pradesh,2024-07,1626.0,1496.0,1756.0,123.0,1,DEMO
MPC000648,CROP006,Barley,Andhra Pradesh,2024-08,1587.0,1460.0,1714.0,289.0,1,DEMO
MPC000649,CROP006,Barley,Andhra Pradesh,2024-09,1507.0,1386.0,1628.0,212.5,1,DEMO
MPC000650,CROP006,Barley,Andhra Pradesh,2024-10,1601.0,1473.0,1729.0,105.8,1,DEMO
MPC000651,CROP006,Barley,Andhra Pradesh,2024-11,1756.0,1616.0,1896.0,43.2,1,DEMO
MPC000652,CROP006,Barley,Andhra Pradesh,2024-12,1915.0,1762.0,2068.0,87.5,1,DEMO
MPC000653,CROP006,Barley,Andhra Pradesh,2025-01,2069.0,1903.0,2235.0,147.6,1,DEMO
MPC000654,CROP006,Barley,Andhra Pradesh,2025-02,1963.0,1806.0,2120.0,164.5,1,DEMO
MPC000655,CROP006,Barley,Andhra Pradesh,2025-03,2062.0,1897.0,2227.0,345.1,1,DEMO
MPC000656,CROP006,Barley,Andhra Pradesh,2025-04,2122.0,1952.0,2292.0,91.4,1,DEMO
MPC000657,CROP006,Barley,Andhra Pradesh,2025-05,1881.0,1731.0,2031.0,118.1,1,DEMO
MPC000658,CROP006,Barley,Andhra Pradesh,2025-06,1913.0,1760.0,2066.0,157.1,1,DEMO
MPC000659,CROP006,Barley,Andhra Pradesh,2025-07,1750.0,1610.0,1890.0,134.1,1,DEMO
MPC000660,CROP006,Barley,Andhra Pradesh,2025-08,1635.0,1504.0,1766.0,164.0,1,DEMO
MPC000661,CROP006,Barley,Andhra Pradesh,2025-09,1606.0,1478.0,1734.0,278.2,1,DEMO
MPC000662,CROP006,Barley,Andhra Pradesh,2025-10,1750.0,1610.0,1890.0,132.0,1,DEMO
MPC000663,CROP006,Barley,Andhra Pradesh,2025-11,1705.0,1569.0,1841.0,164.9,1,DEMO
MPC000664,CROP006,Barley,Andhra Pradesh,2025-12,1926.0,1772.0,2080.0,160.3,1,DEMO
MPC000665,CROP006,Barley,Andhra Pradesh,2026-01,1975.0,1817.0,2133.0,102.3,1,DEMO
MPC000666,CROP006,Barley,Andhra Pradesh,2026-02,2134.0,1963.0,2305.0,95.7,1,DEMO
MPC000667,CROP006,Barley,Andhra Pradesh,2026-03,2275.0,2093.0,2457.0,18.1,1,DEMO
MPC000668,CROP006,Barley,Andhra Pradesh,2026-04,2208.0,2031.0,2385.0,164.1,1,DEMO
MPC000669,CROP006,Barley,Andhra Pradesh,2026-05,2171.0,1997.0,2345.0,140.9,1,DEMO
MPC000670,CROP006,Barley,Andhra Pradesh,2026-06,1896.0,1744.0,2048.0,77.5,1,DEMO
MPC000671,CROP006,Barley,Andhra Pradesh,2026-07,1759.0,1618.0,1900.0,113.9,1,DEMO
MPC000672,CROP006,Barley,Andhra Pradesh,2026-08,1795.0,1651.0,1939.0,225.5,1,DEMO
MPC000673,CROP006,Barley,Karnataka,2024-01,1881.0,1731.0,2031.0,42.6,1,DEMO
MPC000674,CROP006,Barley,Karnataka,2024-02,2002.0,1842.0,2162.0,60.8,1,DEMO
MPC000675,CROP006,Barley,Karnataka,2024-03,2054.0,1890.0,2218.0,53.1,1,DEMO
MPC000676,CROP006,Barley,Karnataka,2024-04,1976.0,1818.0,2134.0,41.3,1,DEMO
MPC000677,CROP006,Barley,Karnataka,2024-05,2004.0,1844.0,2164.0,100.7,1,DEMO
MPC000678,CROP006,Barley,Karnataka,2024-06,1850.0,1702.0,1998.0,270.0,1,DEMO
MPC000679,CROP006,Barley,Karnataka,2024-07,1676.0,1542.0,1810.0,55.7,1,DEMO
MPC000680,CROP006,Barley,Karnataka,2024-08,1718.0,1581.0,1855.0,167.0,1,DEMO
MPC000681,CROP006,Barley,Karnataka,2024-09,1630.0,1500.0,1760.0,67.2,1,DEMO
MPC000682,CROP006,Barley,Karnataka,2024-10,1605.0,1477.0,1733.0,65.4,1,DEMO
MPC000683,CROP006,Barley,Karnataka,2024-11,1743.0,1604.0,1882.0,177.9,1,DEMO
MPC000684,CROP006,Barley,Karnataka,2024-12,1829.0,1683.0,1975.0,114.2,1,DEMO
MPC000685,CROP006,Barley,Karnataka,2025-01,2233.0,2054.0,2412.0,200.0,1,DEMO
MPC000686,CROP006,Barley,Karnataka,2025-02,2066.0,1901.0,2231.0,100.9,1,DEMO
MPC000687,CROP006,Barley,Karnataka,2025-03,2160.0,1987.0,2333.0,86.1,1,DEMO
MPC000688,CROP006,Barley,Karnataka,2025-04,2235.0,2056.0,2414.0,200.4,1,DEMO
MPC000689,CROP006,Barley,Karnataka,2025-05,1936.0,1781.0,2091.0,66.5,1,DEMO
MPC000690,CROP006,Barley,Karnataka,2025-06,1912.0,1759.0,2065.0,53.9,1,DEMO
MPC000691,CROP006,Barley,Karnataka,2025-07,1787.0,1644.0,1930.0,161.3,1,DEMO
MPC000692,CROP006,Barley,Karnataka,2025-08,1639.0,1508.0,1770.0,186.7,1,DEMO
MPC000693,CROP006,Barley,Karnataka,2025-09,1751.0,1611.0,1891.0,187.3,1,DEMO
MPC000694,CROP006,Barley,Karnataka,2025-10,1606.0,1478.0,1734.0,286.7,1,DEMO
MPC000695,CROP006,Barley,Karnataka,2025-11,1781.0,1639.0,1923.0,110.7,1,DEMO
MPC000696,CROP006,Barley,Karnataka,2025-12,1935.0,1780.0,2090.0,136.2,1,DEMO
MPC000697,CROP006,Barley,Karnataka,2026-01,2052.0,1888.0,2216.0,66.8,1,DEMO
MPC000698,CROP006,Barley,Karnataka,2026-02,2280.0,2098.0,2462.0,62.1,1,DEMO
MPC000699,CROP006,Barley,Karnataka,2026-03,2141.0,1970.0,2312.0,94.0,1,DEMO
MPC000700,CROP006,Barley,Karnataka,2026-04,2335.0,2148.0,2522.0,51.9,1,DEMO
MPC000701,CROP006,Barley,Karnataka,2026-05,2258.0,2077.0,2439.0,133.4,1,DEMO
MPC000702,CROP006,Barley,Karnataka,2026-06,2007.0,1846.0,2168.0,85.5,1,DEMO
MPC000703,CROP006,Barley,Karnataka,2026-07,1837.0,1690.0,1984.0,196.9,1,DEMO
MPC000704,CROP006,Barley,Karnataka,2026-08,1635.0,1504.0,1766.0,108.3,1,DEMO
MPC000705,CROP006,Barley,Rajasthan,2024-01,1896.0,1744.0,2048.0,98.7,1,DEMO
MPC000706,CROP006,Barley,Rajasthan,2024-02,1914.0,1761.0,2067.0,87.7,1,DEMO
MPC000707,CROP006,Barley,Rajasthan,2024-03,1941.0,1786.0,2096.0,95.4,1,DEMO
MPC000708,CROP006,Barley,Rajasthan,2024-04,1926.0,1772.0,2080.0,75.8,1,DEMO
MPC000709,CROP006,Barley,Rajasthan,2024-05,1800.0,1656.0,1944.0,41.8,1,DEMO
MPC000710,CROP006,Barley,Rajasthan,2024-06,1910.0,1757.0,2063.0,252.4,1,DEMO
MPC000711,CROP006,Barley,Rajasthan,2024-07,1658.0,1525.0,1791.0,78.4,1,DEMO
MPC000712,CROP006,Barley,Rajasthan,2024-08,1623.0,1493.0,1753.0,113.4,1,DEMO
MPC000713,CROP006,Barley,Rajasthan,2024-09,1628.0,1498.0,1758.0,28.5,1,DEMO
MPC000714,CROP006,Barley,Rajasthan,2024-10,1597.0,1469.0,1725.0,157.8,1,DEMO
MPC000715,CROP006,Barley,Rajasthan,2024-11,1921.0,1767.0,2075.0,64.8,1,DEMO
MPC000716,CROP006,Barley,Rajasthan,2024-12,1785.0,1642.0,1928.0,162.5,1,DEMO
MPC000717,CROP006,Barley,Rajasthan,2025-01,1969.0,1811.0,2127.0,153.7,1,DEMO
MPC000718,CROP006,Barley,Rajasthan,2025-02,2094.0,1926.0,2262.0,85.8,1,DEMO
MPC000719,CROP006,Barley,Rajasthan,2025-03,2001.0,1841.0,2161.0,102.6,1,DEMO
MPC000720,CROP006,Barley,Rajasthan,2025-04,1930.0,1776.0,2084.0,84.3,1,DEMO
MPC000721,CROP006,Barley,Rajasthan,2025-05,1938.0,1783.0,2093.0,176.4,1,DEMO
MPC000722,CROP006,Barley,Rajasthan,2025-06,1996.0,1836.0,2156.0,100.7,1,DEMO
MPC000723,CROP006,Barley,Rajasthan,2025-07,1642.0,1511.0,1773.0,25.8,1,DEMO
MPC000724,CROP006,Barley,Rajasthan,2025-08,1551.0,1427.0,1675.0,126.6,1,DEMO
MPC000725,CROP006,Barley,Rajasthan,2025-09,1626.0,1496.0,1756.0,112.9,1,DEMO
MPC000726,CROP006,Barley,Rajasthan,2025-10,1763.0,1622.0,1904.0,87.3,1,DEMO
MPC000727,CROP006,Barley,Rajasthan,2025-11,1863.0,1714.0,2012.0,81.9,1,DEMO
MPC000728,CROP006,Barley,Rajasthan,2025-12,1781.0,1639.0,1923.0,65.9,1,DEMO
MPC000729,CROP006,Barley,Rajasthan,2026-01,2022.0,1860.0,2184.0,127.7,1,DEMO
MPC000730,CROP006,Barley,Rajasthan,2026-02,2113.0,1944.0,2282.0,80.8,1,DEMO
MPC000731,CROP006,Barley,Rajasthan,2026-03,2072.0,1906.0,2238.0,73.6,1,DEMO
MPC000732,CROP006,Barley,Rajasthan,2026-04,2231.0,2053.0,2409.0,149.8,1,DEMO
MPC000733,CROP006,Barley,Rajasthan,2026-05,2090.0,1923.0,2257.0,15.2,1,DEMO
MPC000734,CROP006,Barley,Rajasthan,2026-06,1930.0,1776.0,2084.0,185.7,1,DEMO
MPC000735,CROP006,Barley,Rajasthan,2026-07,1861.0,1712.0,2010.0,102.0,1,DEMO
MPC000736,CROP006,Barley,Rajasthan,2026-08,1842.0,1695.0,1989.0,130.3,1,DEMO
MPC000737,CROP006,Barley,Uttar Pradesh,2024-01,1869.0,1719.0,2019.0,78.1,1,DEMO
MPC000738,CROP006,Barley,Uttar Pradesh,2024-02,1973.0,1815.0,2131.0,201.7,1,DEMO
MPC000739,CROP006,Barley,Uttar Pradesh,2024-03,1943.0,1788.0,2098.0,107.2,1,DEMO
MPC000740,CROP006,Barley,Uttar Pradesh,2024-04,2044.0,1880.0,2208.0,74.1,1,DEMO
MPC000741,CROP006,Barley,Uttar Pradesh,2024-05,1900.0,1748.0,2052.0,173.6,1,DEMO
MPC000742,CROP006,Barley,Uttar Pradesh,2024-06,1874.0,1724.0,2024.0,319.3,1,DEMO
MPC000743,CROP006,Barley,Uttar Pradesh,2024-07,1644.0,1512.0,1776.0,61.5,1,DEMO
MPC000744,CROP006,Barley,Uttar Pradesh,2024-08,1718.0,1581.0,1855.0,160.9,1,DEMO
MPC000745,CROP006,Barley,Uttar Pradesh,2024-09,1405.0,1293.0,1517.0,65.0,1,DEMO
MPC000746,CROP006,Barley,Uttar Pradesh,2024-10,1551.0,1427.0,1675.0,28.8,1,DEMO
MPC000747,CROP006,Barley,Uttar Pradesh,2024-11,1734.0,1595.0,1873.0,72.9,1,DEMO
MPC000748,CROP006,Barley,Uttar Pradesh,2024-12,1863.0,1714.0,2012.0,102.7,1,DEMO
MPC000749,CROP006,Barley,Uttar Pradesh,2025-01,2043.0,1880.0,2206.0,108.0,1,DEMO
MPC000750,CROP006,Barley,Uttar Pradesh,2025-02,2069.0,1903.0,2235.0,169.5,1,DEMO
MPC000751,CROP006,Barley,Uttar Pradesh,2025-03,1898.0,1746.0,2050.0,58.5,1,DEMO
MPC000752,CROP006,Barley,Uttar Pradesh,2025-04,2099.0,1931.0,2267.0,186.2,1,DEMO
MPC000753,CROP006,Barley,Uttar Pradesh,2025-05,2042.0,1879.0,2205.0,168.2,1,DEMO
MPC000754,CROP006,Barley,Uttar Pradesh,2025-06,1722.0,1584.0,1860.0,46.9,1,DEMO
MPC000755,CROP006,Barley,Uttar Pradesh,2025-07,1635.0,1504.0,1766.0,119.5,1,DEMO
MPC000756,CROP006,Barley,Uttar Pradesh,2025-08,1800.0,1656.0,1944.0,59.3,1,DEMO
MPC000757,CROP006,Barley,Uttar Pradesh,2025-09,1584.0,1457.0,1711.0,103.0,1,DEMO
MPC000758,CROP006,Barley,Uttar Pradesh,2025-10,1766.0,1625.0,1907.0,133.3,1,DEMO
MPC000759,CROP006,Barley,Uttar Pradesh,2025-11,1778.0,1636.0,1920.0,124.5,1,DEMO
MPC000760,CROP006,Barley,Uttar Pradesh,2025-12,1870.0,1720.0,2020.0,115.0,1,DEMO
MPC000761,CROP006,Barley,Uttar Pradesh,2026-01,1928.0,1774.0,2082.0,210.9,1,DEMO
MPC000762,CROP006,Barley,Uttar Pradesh,2026-02,2262.0,2081.0,2443.0,121.0,1,DEMO
MPC000763,CROP006,Barley,Uttar Pradesh,2026-03,2326.0,2140.0,2512.0,156.4,1,DEMO
MPC000764,CROP006,Barley,Uttar Pradesh,2026-04,2253.0,2073.0,2433.0,190.8,1,DEMO
MPC000765,CROP006,Barley,Uttar Pradesh,2026-05,1970.0,1812.0,2128.0,160.6,1,DEMO
MPC000766,CROP006,Barley,Uttar Pradesh,2026-06,1839.0,1692.0,1986.0,30.1,1,DEMO
MPC000767,CROP006,Barley,Uttar Pradesh,2026-07,1789.0,1646.0,1932.0,191.0,1,DEMO
MPC000768,CROP006,Barley,Uttar Pradesh,2026-08,1692.0,1557.0,1827.0,19.5,1,DEMO
MPC000769,CROP007,Chickpea (Gram),Punjab,2024-01,3816.0,3511.0,4121.0,237.0,1,DEMO
MPC000770,CROP007,Chickpea (Gram),Punjab,2024-02,4372.0,4022.0,4722.0,157.7,1,DEMO
MPC000771,CROP007,Chickpea (Gram),Punjab,2024-03,4555.0,4191.0,4919.0,184.8,1,DEMO
MPC000772,CROP007,Chickpea (Gram),Punjab,2024-04,4774.0,4392.0,5156.0,154.7,1,DEMO
MPC000773,CROP007,Chickpea (Gram),Punjab,2024-05,4127.0,3797.0,4457.0,73.1,1,DEMO
MPC000774,CROP007,Chickpea (Gram),Punjab,2024-06,4040.0,3717.0,4363.0,149.3,1,DEMO
MPC000775,CROP007,Chickpea (Gram),Punjab,2024-07,3746.0,3446.0,4046.0,107.0,1,DEMO
MPC000776,CROP007,Chickpea (Gram),Punjab,2024-08,3561.0,3276.0,3846.0,154.3,1,DEMO
MPC000777,CROP007,Chickpea (Gram),Punjab,2024-09,3254.0,2994.0,3514.0,204.8,1,DEMO
MPC000778,CROP007,Chickpea (Gram),Punjab,2024-10,3549.0,3265.0,3833.0,89.1,1,DEMO
MPC000779,CROP007,Chickpea (Gram),Punjab,2024-11,3621.0,3331.0,3911.0,279.7,1,DEMO
MPC000780,CROP007,Chickpea (Gram),Punjab,2024-12,4149.0,3817.0,4481.0,101.3,1,DEMO
MPC000781,CROP007,Chickpea (Gram),Punjab,2025-01,4268.0,3927.0,4609.0,111.1,1,DEMO
MPC000782,CROP007,Chickpea (Gram),Punjab,2025-02,4405.0,4053.0,4757.0,98.4,1,DEMO
MPC000783,CROP007,Chickpea (Gram),Punjab,2025-03,4505.0,4145.0,4865.0,95.6,1,DEMO
MPC000784,CROP007,Chickpea (Gram),Punjab,2025-04,4641.0,4270.0,5012.0,225.2,1,DEMO
MPC000785,CROP007,Chickpea (Gram),Punjab,2025-05,4748.0,4368.0,5128.0,38.6,1,DEMO
MPC000786,CROP007,Chickpea (Gram),Punjab,2025-06,4155.0,3823.0,4487.0,77.0,1,DEMO
MPC000787,CROP007,Chickpea (Gram),Punjab,2025-07,3594.0,3306.0,3882.0,73.1,1,DEMO
MPC000788,CROP007,Chickpea (Gram),Punjab,2025-08,4014.0,3693.0,4335.0,260.0,1,DEMO
MPC000789,CROP007,Chickpea (Gram),Punjab,2025-09,3684.0,3389.0,3979.0,25.1,1,DEMO
MPC000790,CROP007,Chickpea (Gram),Punjab,2025-10,3545.0,3261.0,3829.0,86.9,1,DEMO
MPC000791,CROP007,Chickpea (Gram),Punjab,2025-11,3486.0,3207.0,3765.0,273.2,1,DEMO
MPC000792,CROP007,Chickpea (Gram),Punjab,2025-12,3957.0,3640.0,4274.0,147.7,1,DEMO
MPC000793,CROP007,Chickpea (Gram),Punjab,2026-01,4690.0,4315.0,5065.0,128.3,1,DEMO
MPC000794,CROP007,Chickpea (Gram),Punjab,2026-02,4918.0,4525.0,5311.0,120.0,1,DEMO
MPC000795,CROP007,Chickpea (Gram),Punjab,2026-03,4562.0,4197.0,4927.0,169.6,1,DEMO
MPC000796,CROP007,Chickpea (Gram),Punjab,2026-04,4849.0,4461.0,5237.0,93.8,1,DEMO
MPC000797,CROP007,Chickpea (Gram),Punjab,2026-05,4770.0,4388.0,5152.0,177.1,1,DEMO
MPC000798,CROP007,Chickpea (Gram),Punjab,2026-06,4117.0,3788.0,4446.0,137.2,1,DEMO
MPC000799,CROP007,Chickpea (Gram),Punjab,2026-07,4237.0,3898.0,4576.0,109.0,1,DEMO
MPC000800,CROP007,Chickpea (Gram),Punjab,2026-08,4152.0,3820.0,4484.0,94.6,1,DEMO
MPC000801,CROP007,Chickpea (Gram),Tamil Nadu,2024-01,4156.0,3824.0,4488.0,245.1,1,DEMO
MPC000802,CROP007,Chickpea (Gram),Tamil Nadu,2024-02,4690.0,4315.0,5065.0,67.1,1,DEMO
MPC000803,CROP007,Chickpea (Gram),Tamil Nadu,2024-03,4333.0,3986.0,4680.0,128.8,1,DEMO
MPC000804,CROP007,Chickpea (Gram),Tamil Nadu,2024-04,4408.0,4055.0,4761.0,158.2,1,DEMO
MPC000805,CROP007,Chickpea (Gram),Tamil Nadu,2024-05,4468.0,4111.0,4825.0,56.4,1,DEMO
MPC000806,CROP007,Chickpea (Gram),Tamil Nadu,2024-06,4079.0,3753.0,4405.0,238.1,1,DEMO
