weather_id,region_id,date,temp_min_c,temp_max_c,rainfall_mm,humidity_pct,wind_speed_kmph,forecast_type,source,data_origin
WX000563,REG007,2026-06-23,19.9,32.9,3.8,74.5,7.4,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000564,REG007,2026-06-24,20.1,36.3,5.2,80.3,14.0,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000565,REG007,2026-06-25,20.8,31.6,12.3,70.0,14.0,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000566,REG007,2026-06-26,20.0,31.0,1.7,81.8,13.3,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000567,REG007,2026-06-27,18.3,32.2,4.0,83.5,12.8,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000568,REG007,2026-06-28,17.7,28.8,13.7,70.6,3.2,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000569,REG007,2026-06-29,21.0,29.0,4.8,84.9,10.0,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000570,REG007,2026-06-30,20.0,31.1,11.2,66.0,8.4,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000571,REG007,2026-07-01,17.7,31.8,14.1,83.7,11.2,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000572,REG007,2026-07-02,19.9,31.7,3.6,79.5,9.5,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000573,REG007,2026-07-03,20.3,27.8,16.0,81.8,8.1,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000574,REG007,2026-07-04,18.7,32.5,7.6,79.0,12.1,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000575,REG007,2026-07-05,20.9,31.3,0.8,78.4,8.7,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000576,REG007,2026-07-06,21.3,31.8,5.4,75.8,16.9,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000577,REG007,2026-07-07,19.1,34.7,8.2,80.6,10.6,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000578,REG007,2026-07-08,18.8,28.7,7.0,84.8,8.3,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000579,REG007,2026-07-09,20.8,31.3,5.0,80.0,10.4,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000580,REG007,2026-07-10,19.5,30.5,5.8,69.9,12.7,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000581,REG007,2026-07-11,21.3,31.8,10.5,85.4,12.0,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000582,REG007,2026-07-12,17.7,31.8,11.3,77.2,7.2,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000583,REG007,2026-07-13,18.2,29.4,6.4,78.2,13.0,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000584,REG007,2026-07-14,20.1,31.1,1.8,75.8,11.4,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000585,REG007,2026-07-15,18.9,34.3,4.1,74.2,7.2,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000586,REG007,2026-07-16,22.6,31.5,5.1,81.1,11.5,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000587,REG007,2026-07-17,19.6,30.4,5.8,78.0,10.9,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000588,REG007,2026-07-18,18.2,30.1,20.9,74.6,12.3,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000589,REG007,2026-07-19,19.0,24.7,1.6,70.4,15.7,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000590,REG007,2026-07-20,18.9,31.3,5.2,79.1,15.2,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000591,REG007,2026-07-21,19.5,29.5,12.8,86.8,10.8,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000592,REG007,2026-07-22,17.8,30.2,10.5,81.3,11.0,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000593,REG007,2026-07-23,17.6,30.8,10.7,80.7,16.1,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000594,REG007,2026-07-24,17.7,34.8,5.5,90.6,9.9,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000595,REG007,2026-07-25,22.7,31.5,8.9,83.0,6.0,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000596,REG007,2026-07-26,19.4,31.6,17.3,76.7,13.1,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000597,REG007,2026-07-27,17.8,30.4,5.0,89.3,6.4,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000598,REG007,2026-07-28,17.8,31.6,1.9,80.6,7.5,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000599,REG007,2026-07-29,17.7,31.6,8.5,74.6,12.2,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000600,REG007,2026-07-30,20.3,33.2,2.5,80.4,18.2,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000601,REG007,2026-07-31,19.6,30.1,12.6,78.5,7.9,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000602,REG007,2026-08-01,19.8,33.2,3.0,75.3,9.1,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000603,REG007,2026-08-02,20.8,31.6,12.2,71.0,8.7,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000604,REG007,2026-08-03,18.8,29.7,33.2,93.6,12.2,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000605,REG007,2026-08-04,18.2,31.2,2.8,95.9,10.7,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000606,REG007,2026-08-05,18.5,31.1,17.3,77.8,15.4,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000607,REG007,2026-08-06,21.3,31.1,2.3,78.0,13.4,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000608,REG007,2026-08-07,21.1,32.3,11.1,79.5,12.1,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000609,REG007,2026-08-08,18.5,32.6,3.3,83.2,9.9,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000610,REG007,2026-08-09,21.0,29.2,2.0,75.8,8.3,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000611,REG007,2026-08-10,17.8,28.7,5.4,81.1,5.0,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000612,REG007,2026-08-11,19.1,30.6,17.7,77.9,13.0,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000613,REG007,2026-08-12,18.2,33.5,7.7,82.2,7.1,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000614,REG007,2026-08-13,18.5,31.0,3.6,76.7,6.8,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000615,REG007,2026-08-14,18.4,30.2,9.3,75.8,11.6,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000616,REG007,2026-08-15,20.7,33.1,7.9,80.4,4.4,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000617,REG007,2026-08-16,18.3,30.5,3.5,78.8,10.7,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000618,REG007,2026-08-17,17.3,31.2,5.6,86.1,7.6,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000619,REG007,2026-08-18,17.8,27.4,1.6,78.0,7.7,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000620,REG007,2026-08-19,18.5,29.6,7.0,80.2,10.6,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000621,REG007,2026-08-20,17.2,33.1,11.0,74.5,9.7,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000622,REG007,2026-08-21,20.9,32.0,9.9,80.4,2,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000623,REG007,2026-08-22,21.6,29.7,9.3,79.1,7.7,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000624,REG007,2026-08-23,19.1,32.7,4.7,81.2,11.9,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000625,REG007,2026-08-24,18.2,30.2,4.8,74.0,10.7,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000626,REG007,2026-08-25,16.7,31.2,9.5,68.4,6.9,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000627,REG007,2026-08-26,18.6,32.7,9.3,82.2,9.2,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000628,REG007,2026-08-27,20.3,32.8,22.1,81.0,9.6,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000629,REG007,2026-08-28,20.0,31.8,8.2,82.0,10.7,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000630,REG007,2026-08-29,19.3,31.6,8.1,85.5,13.8,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000631,REG008,2026-06-01,20.9,32.0,1.1,77.0,13.8,observed,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000632,REG008,2026-06-02,20.7,32.3,2.4,75.6,8.6,observed,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000633,REG008,2026-06-03,19.0,31.0,18.3,77.9,7.2,observed,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000634,REG008,2026-06-04,20.3,33.8,9.6,82.7,8.1,observed,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000635,REG008,2026-06-05,18.6,31.9,5.7,73.5,10.8,observed,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000636,REG008,2026-06-06,18.5,33.7,4.6,72.7,9.3,observed,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000637,REG008,2026-06-07,17.5,28.5,14.9,72.7,12.0,observed,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000638,REG008,2026-06-08,19.9,31.1,1.4,76.6,11.4,observed,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000639,REG008,2026-06-09,18.2,32.4,5.9,77.4,2.1,observed,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000640,REG008,2026-06-10,22.4,33.9,5.0,82.0,7.1,observed,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000641,REG008,2026-06-11,21.7,31.9,4.3,82.8,10.5,observed,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000642,REG008,2026-06-12,21.0,32.8,22.3,79.9,4.0,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000643,REG008,2026-06-13,17.3,30.2,13.0,85.2,12.7,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000644,REG008,2026-06-14,19.7,33.0,5.2,80.0,11.4,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000645,REG008,2026-06-15,21.6,30.9,18.7,76.7,11.3,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000646,REG008,2026-06-16,18.4,30.7,13.3,72.3,11.4,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000647,REG008,2026-06-17,21.1,32.6,1.7,66.4,13.4,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000648,REG008,2026-06-18,19.8,31.3,11.5,82.5,16.6,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000649,REG008,2026-06-19,21.3,31.3,9.0,84.9,13.7,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000650,REG008,2026-06-20,17.8,33.0,8.1,84.1,11.9,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000651,REG008,2026-06-21,18.4,31.7,4.9,81.2,11.4,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000652,REG008,2026-06-22,22.8,29.8,3.5,79.9,10.4,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000653,REG008,2026-06-23,23.2,31.4,9.7,84.4,9.1,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000654,REG008,2026-06-24,19.6,33.2,5.5,73.3,12.1,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000655,REG008,2026-06-25,19.3,31.0,8.2,96.3,5.6,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000656,REG008,2026-06-26,20.3,31.2,11.2,75.0,7.4,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000657,REG008,2026-06-27,20.0,32.1,5.5,83.3,9.5,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000658,REG008,2026-06-28,17.5,31.1,4.4,66.1,8.6,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000659,REG008,2026-06-29,20.4,32.9,6.2,78.1,6.0,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000660,REG008,2026-06-30,19.3,32.6,1.5,81.2,8.5,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000661,REG008,2026-07-01,16.7,30.8,18.2,74.8,12.7,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000662,REG008,2026-07-02,18.5,31.2,13.8,81.5,12.7,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000663,REG008,2026-07-03,20.5,28.6,4.0,78.9,11.5,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000664,REG008,2026-07-04,19.3,35.3,4.6,84.6,6.4,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000665,REG008,2026-07-05,18.1,34.2,5.0,78.9,5.0,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000666,REG008,2026-07-06,20.7,30.6,4.9,84.4,2.5,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000667,REG008,2026-07-07,19.9,31.5,5.5,81.7,10.5,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000668,REG008,2026-07-08,20.7,31.7,7.3,88.2,8.8,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000669,REG008,2026-07-09,17.6,32.6,1.0,78.7,10.9,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000670,REG008,2026-07-10,18.5,30.0,2.5,76.4,10.6,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000671,REG008,2026-07-11,19.4,34.4,8.2,81.0,12.3,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000672,REG008,2026-07-12,18.1,33.2,6.6,69.4,2,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000673,REG008,2026-07-13,18.3,27.2,3.8,75.2,12.2,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000674,REG008,2026-07-14,18.9,30.5,4.5,80.2,6.7,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000675,REG008,2026-07-15,18.1,33.7,10.7,73.1,3.7,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000676,REG008,2026-07-16,20.9,30.8,5.2,77.7,6.1,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000677,REG008,2026-07-17,20.1,30.7,1.3,74.7,10.5,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000678,REG008,2026-07-18,22.4,32.5,6.7,80.3,12.8,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000679,REG008,2026-07-19,19.4,30.1,16.6,77.2,9.2,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000680,REG008,2026-07-20,21.7,30.5,24.2,89.9,11.7,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000681,REG008,2026-07-21,20.7,30.4,17.0,73.3,10.2,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000682,REG008,2026-07-22,20.5,32.1,15.6,84.6,13.8,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000683,REG008,2026-07-23,17.5,28.1,5.7,83.8,6.6,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000684,REG008,2026-07-24,20.4,31.6,9.2,82.7,9.5,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000685,REG008,2026-07-25,16.6,29.1,4.8,82.7,10.3,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000686,REG008,2026-07-26,16.9,31.9,9.9,84.4,3.7,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000687,REG008,2026-07-27,20.4,32.9,0.6,76.3,8.9,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000688,REG008,2026-07-28,19.2,32.8,9.7,77.8,11.6,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000689,REG008,2026-07-29,18.5,29.0,1.3,88.5,10.3,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000690,REG008,2026-07-30,19.2,29.6,4.7,78.2,9.3,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000691,REG008,2026-07-31,20.6,29.0,6.4,80.1,9.6,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000692,REG008,2026-08-01,18.7,28.8,8.7,77.0,7.1,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000693,REG008,2026-08-02,22.4,31.5,23.6,78.7,7.0,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000694,REG008,2026-08-03,19.1,32.1,2.5,81.7,8.9,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000695,REG008,2026-08-04,21.0,32.2,14.8,76.8,5.5,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000696,REG008,2026-08-05,20.2,32.5,5.9,82.7,6.9,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000697,REG008,2026-08-06,18.4,30.9,12.2,84.6,7.1,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000698,REG008,2026-08-07,18.1,32.6,5.6,74.2,9.5,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000699,REG008,2026-08-08,21.6,34.8,11.1,79.5,6.6,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000700,REG008,2026-08-09,19.4,28.8,8.5,85.9,10.3,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000701,REG008,2026-08-10,20.1,28.5,3.5,84.8,11.6,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000702,REG008,2026-08-11,19.7,31.8,5.9,85.0,9.1,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000703,REG008,2026-08-12,23.7,29.9,8.7,87.0,8.6,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000704,REG008,2026-08-13,20.2,31.1,2.8,73.7,9.4,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000705,REG008,2026-08-14,19.0,32.4,4.6,72.9,12.8,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000706,REG008,2026-08-15,20.8,31.6,12.0,77.7,8.8,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000707,REG008,2026-08-16,21.6,29.5,0.3,71.5,9.6,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000708,REG008,2026-08-17,20.8,32.2,7.9,84.7,15.9,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000709,REG008,2026-08-18,21.3,32.0,10.4,73.0,13.1,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000710,REG008,2026-08-19,20.0,34.3,7.3,81.1,11.6,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000711,REG008,2026-08-20,18.8,30.9,9.6,78.5,9.2,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000712,REG008,2026-08-21,18.3,30.7,32.7,82.7,12.7,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000713,REG008,2026-08-22,18.8,33.0,8.0,81.9,12.5,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000714,REG008,2026-08-23,19.5,28.1,2.4,76.6,14.6,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000715,REG008,2026-08-24,18.7,33.8,5.5,78.9,13.2,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000716,REG008,2026-08-25,19.7,32.9,4.2,80.8,12.9,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000717,REG008,2026-08-26,20.7,31.9,5.3,87.0,13.0,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000718,REG008,2026-08-27,19.1,27.1,6.0,75.1,9.5,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000719,REG008,2026-08-28,17.5,29.6,12.7,86.7,13.8,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000720,REG008,2026-08-29,18.6,33.6,5.2,84.1,9.5,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000721,REG009,2026-06-01,21.1,33.1,7.1,75.3,8.9,observed,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000722,REG009,2026-06-02,16.2,29.6,4.3,83.4,2.4,observed,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000723,REG009,2026-06-03,20.2,34.6,5.2,81.8,10.6,observed,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000724,REG009,2026-06-04,19.7,31.5,2.9,75.7,14.3,observed,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000725,REG009,2026-06-05,21.2,31.7,6.7,80.2,11.6,observed,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000726,REG009,2026-06-06,22.5,33.9,6.3,82.6,13.7,observed,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000727,REG009,2026-06-07,19.4,30.4,4.6,79.5,10.6,observed,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000728,REG009,2026-06-08,21.7,29.8,15.2,77.0,10.1,observed,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000729,REG009,2026-06-09,20.2,34.7,6.4,75.5,10.2,observed,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000730,REG009,2026-06-10,19.0,30.7,4.9,83.2,2,observed,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000731,REG009,2026-06-11,15.7,30.4,2.1,75.0,14.0,observed,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000732,REG009,2026-06-12,19.6,31.2,4.6,81.6,11.2,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000733,REG009,2026-06-13,20.6,31.3,11.1,78.3,8.7,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000734,REG009,2026-06-14,20.0,33.1,3.8,83.0,10.0,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000735,REG009,2026-06-15,18.5,30.8,2.4,78.8,10.2,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000736,REG009,2026-06-16,19.6,34.4,11.1,78.9,11.5,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000737,REG009,2026-06-17,20.3,33.9,0.9,74.6,5.4,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000738,REG009,2026-06-18,21.0,33.6,3.6,87.2,11.0,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000739,REG009,2026-06-19,19.4,34.8,10.4,78.3,12.7,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000740,REG009,2026-06-20,20.3,29.1,2.1,81.4,7.6,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000741,REG009,2026-06-21,19.3,27.1,15.9,75.6,6.1,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000742,REG009,2026-06-22,21.5,33.0,4.4,73.2,6.9,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000743,REG009,2026-06-23,20.1,33.8,2.4,80.2,10.2,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000744,REG009,2026-06-24,18.6,31.1,15.8,82.2,10.0,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000745,REG009,2026-06-25,20.3,33.4,8.3,78.3,11.6,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000746,REG009,2026-06-26,21.7,31.5,7.7,86.6,10.4,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000747,REG009,2026-06-27,21.0,30.9,2.2,76.6,6.1,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000748,REG009,2026-06-28,18.5,30.9,4.9,79.2,6.6,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000749,REG009,2026-06-29,21.5,29.1,16.0,83.0,8.7,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000750,REG009,2026-06-30,18.8,31.2,14.6,86.3,10.1,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000751,REG009,2026-07-01,20.2,31.2,4.4,80.7,12.7,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000752,REG009,2026-07-02,20.1,33.4,5.3,92.9,10.5,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000753,REG009,2026-07-03,18.6,32.0,10.2,87.2,9.9,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000754,REG009,2026-07-04,18.9,33.0,24.7,78.2,9.2,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000755,REG009,2026-07-05,16.8,31.2,6.8,83.2,7.6,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000756,REG009,2026-07-06,18.3,34.8,3.0,72.9,12.6,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000757,REG009,2026-07-07,17.3,29.2,7.1,80.4,7.1,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000758,REG009,2026-07-08,18.8,30.2,3.6,81.0,11.5,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000759,REG009,2026-07-09,20.1,32.9,0.4,76.5,10.9,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000760,REG009,2026-07-10,18.2,29.6,9.2,78.7,7.7,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000761,REG009,2026-07-11,19.7,32.8,5.1,79.0,11.5,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000762,REG009,2026-07-12,17.9,32.4,11.8,90.2,11.4,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000763,REG009,2026-07-13,19.0,31.2,3.8,77.1,13.9,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
WX000764,REG009,2026-07-14,20.3,33.8,0.7,79.4,12.1,forecast,Open-Meteo / NASA POWER / IMD (synthetic),DEMO
